sur_id,title,sic,keyword,naics
441568,Electrical Contractors,,construction building materials alterations remodeling repairs renovations commercial institutional warehouses aluminum plants automobile assembly  food processing pharmaceutical manufacturing  light,
241,Book Printing,2732,publishing publishers printers books pamphlets adult juvenile professional scholarly elementary high school textbooks texts paperbacks clubs religious college  electronic cd-rom cds internet on-demand printing,323117
441456,Book Publishing,2731,publishers periodicals newspapers printers printing  texts juvenile adult trade professional educational religious mail order paperback medial legal university press printing,
441457,Book Publishing,,publishers periodicals newspapers printers printing  texts juvenile adult trade professional educational religious mail order paperback medial legal university press printing,
245,Book Retailing,,retailing retail sales hardcovers paperbacks audios chains bookstores big box retailers independent bookstores supermarkets convenience stores drug mass merchandisers  book clubs mail order printing publishing retailers,
246,Book Stores,5942,retail retailing sales new books magazines periodicals serials  bookstores printing publishing retailers,451211
247,Bookbinding and Related Work,2789,edition trade job library paper bronzing gilding edging mounting maps samples tradebinging binding bookbindery bookbinderies manifold business forms ledgers short runs ,323121
248,"Books, Periodicals, and Newspapers",5192,Wholesalers wholesaling distribution distributors serials magazines,422920
249,Boot and Shoe Cut Stock and Findings,3131,Manufacturing boots leather shoes heels soles woods pins fasteners buttons needles pins apparel footwear,"321999, 339993, 316999"
250,Bottled and Canned Soft Drinks and Carbonated Waters,2086,Bottled Waters Manufacturing Soft Drinks Manufacturing nonalcoholic non-alcoholic beverages,
251,Bottled Water,,beverages nonalcoholic non-alcoholic waters,
253,Bottled Water: Global,,beverages nonalcoholic non-alcoholic  waters sparkling flavored flavoured unflavoured unflavored still,312112
254,Bowling Centers,7933,hobbies & leisure alleys tenpin bowlers ,713950
255,Branches and Agencies of Foreign Banks,6081,bankers banking commercial loans lending lenders trade finances financials financing international nondepository,"522293, 522110, 522298"
256,"Brassieres, Girdles, and Allied Garments",2342,Women's  Girls' Lingerie Loungewear Nightwear Manufacturing apparel corsets womens girls apparel clothing,"315212, 315231"
257,Bread,,foods breads american european sandwich white brown whole grain sliced unsliced wrapped unwrapped wraps rolls fresh buns croissants tortillas taco shells corn and flour bagels English muffins refrigerated frozen baguettes paid de campagne italian focaccia greek pita french flatbread sourdoughs irish soda indian naan chapati paratha ryes oats organic nuts seeds specialty ,
258,Bread and Rolls,,foods baked goods cookies sweet butter-based chocolate cream-filled plain wafers cookies foods bakeries,
259,Bread and Rolls: Global,,breads artisanal  in-store bakery industrial  bakeries  bakes baked,
260,"Bread, Cake, and Related Products",2051,fresh frozen breads rolls perishable bakery cakes pies pastries commercial bakeries foods ,311812
442709,Dental Insurance,,,
442710,Disability Insurance,,,
442711,AD&D Insurance,, accidental death dismemberment,
442712,Automobile Insurance,,,
262,Breakfast Cereals,,foods cold ready to eat rte hot dry snacks oatmeal instant wheat ,
264,Breakfast Cereals: Global,,hot ready to eat rte foods ,"311230, 311211, 52410"
265,Breakfast Drinks,, beverages nonalcoholic non-alcoholic coffees teas juices milks new age isotonics,
442707,Company Research Services,,fees research licensing ,
442708,Personal Finance & Money Management Software Developers,,traders trades securities markets ,
442691,Digital Trends Autumn,,twitter social networks facebook cars autos blogs  ,
442692,Food Trucks,,dining commercial restaurants full service quick delivery carryout casual dining chains ,
442693,Banks,,banking services finances financing financials lending loans lenders mortgages savings regional bankers ,
268,Brewers,,beers ales alcoholic,
269,Brewers: Global,,alcohols beverages beers alcoholic brewery beers ciders flavoured flavored fabs,312120
270,Brick and Structural Clay Tile,3251,Manufacturing bricks clays tiles building construction,327121
271,"Brick, Stone, and Related Construction Materials",5032,Wholesalers Building Material wholesaling distribution distributing distributed bricks stones cements limes sands gravels asphalts concretes  construction,"444190, 421320"
272,"Bridge, Tunnel, and Elevated Highway Construction",1622,general contractors building materials bridges viaducts elevated highways tunnels pedestrian railways,234120
273,Broadcasting and Cable TV,,media entertainment television  tvs terrestrial cables satellites broadcasters digital analog programming  analogue,"515210, 517510, 334220, 515120"
274,Broadcasting and Cable TV: Global,,media entertainment television  tvs terrestrial cables satellites broadcasters digital analog programming  analogue,"515210, 517510, 334220, 515120"
442578,Children's Clothes Shopping,,Apparel children apparel infants toddler boys girls pre-teen pre-school sleepwear underwear daywear outerwear,
276,"Broadwoven Fabric Mills, Cotton",2211,woven fabrics cottons textiles,313210
277,"Broadwoven Fabric Mills, Manmade Fiber and Silk",2221,woven fabrics textiles silks,313210
278,"Broadwoven Fabric Mills, Wool (Including Dyeing and Finishing)",2231,Textiles manmade  woven fabrics wools mohairs  dyeing shrinking sponging,"313210, 313311, 313312"
279,"Broiler, Fryer, and Roaster Chickens",251,chickens slaughter broilers farms farming agriculture agricultural foods processing,112320
280,Brooms and Brushes,3991,Mops Manufacturing household commercial industrial street sweeping paintbrushes toothbrushes toilet products,339994
281,"Building Cleaning and Maintenance Services, Not Elsewhere Classified",7349,Janitorial private homes multifamily residences apartments buildings housing projects schools libraries museums nursing homes hospitals government offices hotels motels resorts churches synagogues community senior citizen centers airports bus stations railroad stations marinas commercial  businesses,561720
282,Building Materials,,construction housing houses homebuilders remodeling roofing infrastructure lighting home improvement  homes building materials equipment,
283,Building Products,,construction buildings develops developments developers developing contractors contracting  manufacturing components home improvement concretes clays timber joinery metals materials equipment,
284,Building Products: Global,, construction buildings develops developments developers developing contractors contracting  manufacturing components home improvement concretes clays timber joinery metals materials equipment,"423320, 423330, 423390, 444190"
285,Burial Caskets,3995,Manufacturing vaults cases wood metal fiberglass funeral supplies consumer services,339995
286,"Bus Charter Service, Except Local",4142,motorcoach motor coach   Transportations passengers ,485510
287,Business and Secretarial Schools,8244,educational education courses machine operation office procedures secretarial stenographic stenography ,611410
